ID,Amtlicher Regionalschlüssel,Stadtname,Postleitzahl,Fläche,Bevölkerung,Bevölkerungsdichte
Laufende Nummer,Amtlicher Regionalschlüssel,Stadt,Postleitzahl ,Fläche km² ¹⁾,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾ insgesamt,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾             je km²
1644,073365010055,"Kusel, Stadt",66869,14.37,5332,371
1645,130765667159,"Zarrentin am Schaalsee, Stadt",19246,91.9,5312,58
1646,096740133133,"Eltmann, St",97483,40.81,5311,130
1647,160745015011,"Dornburg-Camburg, Stadt",07774,30.77,5289,172
1648,072325006296,"Prüm, Stadt",54595,22.86,5284,231
1649,031585407027,"Schöppenstedt, Stadt",38170,39.74,5265,132
1650,083175002073,"Mahlberg, Stadt",77972,16.59,5254,317
1651,160620005005,"Ellrich, Stadt",99755,69.41,5239,75
1652,145220210210,"Großschirma, Stadt",09603,61.63,5217,85
1653,082255009001,"Adelsheim, Stadt",74740,43.84,5207,119
1654,093755336210,"Wörth a.d.Donau, St",93086,52.24,5196,99
1655,097795721197,"Oettingen i.Bay., St",86732,34.22,5196,152
1656,095760147147,"Spalt, St",91174,55.67,5196,93
1657,094720179179,"Pottenstein, St",91278,73.29,5190,71
1658,066350008008,"Diemelstadt, Stadt",34474,82.55,5186,63
1659,130715161021,"Burg Stargard, Stadt",17094,76.61,5171,67
1660,146285240400,"Tharandt, Stadt",01737,71.23,5170,73
1661,147290220220,"Kitzscher, Stadt",04567,29.04,5140,177
1662,160635057066,"Ruhla, Stadt",99842,38.55,5126,133
1663,096745612149,"Hofheim i.UFr., St",97461,56.34,5125,91
1664,073365009102,"Waldmohr, Stadt",66914,13.03,5124,393
1665,093770116116,"Erbendorf, St",92677,67.56,5095,75
1666,130745452021,"Gadebusch, Stadt",19205,47.76,5087,107
1667,064310015015,"Lindenfels, Stadt",64678,21.09,5059,240
1668,071385007073,"Unkel, Stadt",53572,8.16,5051,619
1669,082165006028,"Lichtenau, Stadt",77839,27.62,5015,182
1670,130715163004,"Altentreptow, Stadt",17087,53.07,4992,94
1671,093740168168,"Windischeschenbach, St",92670,36.37,4980,137
1672,071405009036,"Emmelshausen, Stadt",56281,8.05,4980,619
1673,130725261095,"Schwaan, Stadt",18258,38.29,4976,130
1674,065340001001,"Amöneburg, Stadt",35287,43.9,4972,113
1675,160760061061,"Ronneburg, Stadt",07580,19.13,4971,260
1676,083360087087,"Todtnau, Stadt",79674,69.75,4960,71
1677,120725204053,"Dahme/Mark, Stadt",15936,162.57,4957,30
1678,071355001020,"Cochem, Stadt",56812,21.18,4946,234
1679,093765343153,"Pfreimd, St",92536,51.48,4943,96
1680,066330018018,"Naumburg, Stadt",34311,66.32,4935,74
1681,150850110110,"Falkenstein/Harz, Stadt",06463,104.11,4924,47
1682,081355003027,"Niederstotzingen, Stadt",89168,29.81,4916,165
1683,094725416127,"Creußen, St",95473,64.87,4914,76
1684,160635006104,"Amt Creuzburg, Stadt",99831,76.8,4910,64
1685,094790112112,"Arzberg, St",95659,43.19,4908,114
1686,081280082082,"Niederstetten, Stadt",97996,104.05,4906,47
1687,093760151151,"Oberviechtach, St",92526,62.42,4905,79
1688,120625031500,"Uebigau-Wahrenbrück, Stadt",04938,135.61,4905,36
1689,130720058058,"Kröpelin, Stadt",18236,67.55,4899,73
1690,160630082082,"Vacha, Stadt",36404,44.41,4891,110
1691,034545402012,"Freren, Stadt",49832,48.97,4868,99
1692,032555409034,"Stadtoldendorf, Stadt",37627,24.92,4868,195
1693,081365004038,"Lauchheim, Stadt",73466,40.87,4857,119
1694,130715162142,"Stavenhagen, Reuterstadt, Stadt",17153,41.02,4855,118
1695,071415010091,"Nassau, Stadt",56377,17.55,4840,276
1696,031530016016,"Braunlage, Stadt",38700,31.65,4839,153
1697,083350080080,"Tengen, Stadt",78250,62.03,4818,78
1698,083175008098,"Oppenau, Stadt",77728,72.98,4815,66
1699,084175006057,"Schömberg, Stadt",72355,23.25,4814,207
1700,010540138138,"Tönning, Stadt",25832,44.43,4814,108
1701,130755552031,"Eggesin, Stadt",17367,88.22,4812,55
1702,057620024024,"Marienmünster, Stadt",37696,64.36,4791,74
1703,094780176176,"Weismain, St",96260,90.14,4786,53
1704,094725412154,"Hollfeld, St",96142,80.66,4784,59
1705,073325002019,"Freinsheim, Stadt",67251,13.59,4772,351
1706,096760169169,"Wörth a.Main, St",63939,15.88,4769,300
1707,096755616139,"Iphofen, St",97346,78.06,4768,61
1708,096730117117,"Bischofsheim i.d.Rhön, St",97653,67.7,4755,70
1709,066330025025,"Trendelburg, Stadt",34388,69.37,4755,69
1710,081275005089,"Vellberg, Stadt",74541,31.89,4747,149
1711,146270130130,"Lommatzsch, Stadt",01623,66.61,4737,71
1712,160635056032,"Geisa, Stadt",36419,71.94,4708,65
1713,145210640640,"Thum, Stadt",09419,18.9,4695,248
1714,095760126126,"Heideck, St",91180,58.64,4684,80
1715,130715159124,"Röbel/Müritz, Stadt",17207,30.68,4684,153
1716,032555408003,"Bodenwerder, Münchhausenstadt",37619,29.05,4672,161
1717,146255218270,"Königsbrück, Stadt",01936,78.48,4665,59
1718,084265001013,"Bad Buchau, Stadt",88422,23.75,4651,196
1719,146250630630,"Wilthen, Stadt",02681,17.04,4642,272
1720,145230310310,"Pausa-Mühltroff, Stadt",07952,64.13,4625,72
1721,120675708336,"Müllrose, Stadt",15299,69.23,4622,67
1722,130765668025,"Crivitz, Stadt",19089,75.86,4601,61
1723,071415007092,"Nastätten, Stadt",56355,13.05,4588,352
1724,095755518161,"Scheinfeld, St",91443,45.12,4583,102
1725,065350008008,"Herbstein, Stadt",36358,79.98,4583,57
1726,083265003060,"Triberg im Schwarzwald, Stadt",78098,33.33,4580,137
1727,146265232450,"Reichenbach/O.L., Stadt",02894,62.64,4574,73
1728,033545406009,"Hitzacker (Elbe), Stadt",29456,58.67,4566,78
1729,064320009009,"Groß-Bieberau, Stadt",64401,18.27,4562,250
1730,081265002045,"Krautheim, Stadt",74238,52.9,4561,86
1731,150905053520,"Seehausen (Altmark), Hansestadt",39615,107.2,4554,42
1732,066310023023,"Tann (Rhön), Stadt",36142,60.45,4492,74
1733,053580012012,"Heimbach, Stadt",52396,64.96,4487,69
1734,130730055055,"Marlow, Stadt",18337,140.52,4487,32
1735,160670065065,"Tambach-Dietharz/Thür. Wald, Stadt",99897,41.64,4474,107
1736,160625053064,"Heringen/Helme, Stadt",99765,66.91,4474,67
1737,071435006286,"Rennerod, Stadt",56477,18.14,4464,246
1738,065340017017,"Rauschenberg, Stadt",35282,67.32,4463,66
1739,081280020020,"Creglingen, Stadt",97993,117.23,4453,38
1740,145230010010,"Adorf/Vogtl., Stadt",08626,42.97,4451,104
1741,081275004032,"Gerabronn, Stadt",74582,40.38,4451,110
1742,130730070070,"Putbus, Stadt",18581,66.69,4441,67
1743,150845053135,"Freyburg (Unstrut), Stadt",06632,46.69,4433,95
1744,130760088088,"Lübtheen, Stadt",19249,120.16,4433,37
1745,073325006046,"Wachenheim an der Weinstraße, Stadt",67157,24.97,4421,177
1746,120650193193,"Liebenwalde, Stadt",16559,142.14,4413,31
1747,145240090090,"Hartenstein, Stadt",08118,36.7,4411,120
1748,145220020020,"Augustusburg, Stadt",09573,23.38,4379,187
1749,094720116116,"Bad Berneck i.Fichtelgebirge, St",95460,38.26,4373,114
1750,082265007080,"Schönau, Stadt",69250,22.49,4369,194
1751,059580020020,"Hallenberg, Stadt",59969,65.35,4367,67
1752,146280300300,"Rabenau, Stadt",01734,30.73,4359,142
1753,145210160160,"Ehrenfriedersdorf, Stadt",09427,15.89,4343,273
1754,034570002002,"Borkum, Stadt",26757,30.98,4325,140
1755,130745459074,"Schönberg, Stadt",23923,52.19,4321,83
1756,093770157157,"Waldershof, St",95679,60.37,4315,71
1757,093745327117,"Eschenbach i.d.OPf., St",92676,35.13,4308,123
1758,093710150150,"Schnaittenbach, St",92253,63.41,4304,68
1759,010610113113,"Wilster, Stadt",25554,2.71,4302,1587
1760,120715107304,"Peitz/Picnjo, Stadt",03185,13.49,4301,319
1761,073405001004,"Dahn, Stadt",66994,40.76,4297,105
1762,071405008125,"Rheinböllen, Stadt",55494,16.36,4296,263
1763,031595401009,"Dransfeld, Stadt",37127,28.91,4290,148
1764,071325003018,"Daaden, Stadt",57567,19.58,4280,219
1765,130750130130,"Strasburg (Uckermark), Stadt",17335,87.48,4278,49
1766,071345001005,"Baumholder, Stadt",55774,69.19,4265,62
1767,120695904076,"Brück, Stadt",14822,86.19,4258,49
1768,094720139139,"Gefrees, St",95480,50.32,4240,84
1769,094750169169,"Schwarzenbach a.Wald, St",95131,36.7,4231,115
1770,081275008046,"Kirchberg an der Jagst, Stadt",74592,40.93,4221,103
1771,093745324149,"Pressath, St",92690,66.34,4217,64
1772,082265009055,"Neckarbischofsheim, Stadt",74924,26.41,4195,159
1773,071405004067,"Kirchberg (Hunsrück), Stadt",55481,18.05,4189,232
1774,130755558082,"Loitz, Stadt",17121,89.91,4189,47
1775,081265004060,"Niedernhall, Stadt",74676,17.69,4185,237
1776,120720014014,"Baruth/Mark, Stadt",15837,233.83,4168,18
1777,094745427132,"Gräfenberg, St",91322,37.83,4160,110
1778,083170051051,"Hornberg, Stadt",78132,54.45,4154,76
1779,147300060060,"Dahlen, Stadt",04774,71.87,4144,58
1780,094750171171,"Selbitz, St",95152,27.75,4141,149
1781,130725262105,"Tessin, Blumenstadt",18195,24.51,4139,169
1782,010545488164,"Wyk auf Föhr, Stadt",25938,8.08,4113,509
1783,094715401115,"Baunach, St",96148,32.14,4109,128
1784,130710027027,"Dargun, Stadt",17159,118.01,4100,35
1785,145220190190,"Geringswalde, Stadt",09326,30.05,4066,135
1786,066360012012,"Waldkappel, Stadt",37284,96.53,4052,42
1787,066350016016,"Lichtenfels, Stadt",35104,96.77,4051,42
1788,066360013013,"Wanfried, Stadt",37281,46.88,4050,86
1789,146265235480,"Rothenburg/O.L., Stadt",02929,72.41,4047,56
1790,130715164164,"Woldegk, Windmühlenstadt",17348,164.17,4045,25
1791,130715158115,"Penzlin, Stadt",17217,115.56,4033,35
1792,073325005032,"Lambrecht (Pfalz), Stadt",67466,8.32,3995,480
1793,071355005092,"Zell (Mosel), Stadt",56856,44.95,3993,89
1794,130720074074,"Neubukow, Schliemannstadt",18233,25.14,3969,158
1795,095770158158,"Pappenheim, St",91788,64.32,3942,61
1796,145245135290,"Waldenburg, Stadt",08396,25.06,3941,157
1797,130745457057,"Neukloster, Stadt",23992,27.51,3925,143
1798,130745459017,"Dassow, Stadt",23942,66.96,3922,59
1799,096760112112,"Amorbach, St",63916,50.9,3907,77
1800,095775534125,"Ellingen, St",91792,31.25,3897,125
1801,145220350350,"Lunzenau, Stadt",09328,28.34,3880,137
1802,032565409014,"Hoya, Stadt",27318,8.45,3862,457
1803,150895052165,"Güsten, Stadt",39439,36.23,3843,106
1804,064310018018,"Neckarsteinach, Stadt",69239,17.24,3828,222
1805,065310001001,"Allendorf (Lumda), Stadt",35469,22.05,3824,173
1806,160685005064,Kindelbrück,99638,64.65,3823,59
1807,083375006097,"St. Blasien, Stadt",79837,54.41,3818,70
1808,094730165165,"Seßlach, St",96145,72.53,3809,53
1809,147290360360,"Regis-Breitingen, Stadt",04565,26.37,3803,144
1810,096755618147,"Marktbreit, St",97340,20.16,3793,188
1811,064390010010,"Lorch, Stadt",65391,54.43,3780,69
1812,130765664128,"Sternberg, Stadt",19406,67.69,3769,56
1813,145210670670,"Wolkenstein, Stadt",09429,30.51,3762,123
1814,147290400400,"Trebsen/Mulde, Stadt",04687,35.05,3744,107
1815,120665607272,"Ruhland, Stadt",01945,37.22,3728,100
1816,130715155099,"Mirow, Stadt",17252,158.28,3711,23
1817,072325007123,"Speicher, Stadt",54662,15.36,3681,240
1818,160765051003,"Bad Köstritz, Stadt",07586,20.34,3651,179
1819,083275001036,"Mühlheim an der Donau, Stadt",78570,21.74,3649,168
1820,146270270270,"Strehla, Stadt",01616,30.27,3644,120
1821,081285003047,"Grünsfeld, Stadt",97947,44.72,3640,81
1822,083260068068,"Vöhrenbach, Stadt",78147,70.47,3631,52
1823,073325001009,"Deidesheim, Stadt",67146,26.54,3623,137
1824,081280039039,"Freudenberg, Stadt",97896,34.76,3615,104
1825,145235120260,"Netzschkau, Stadt",08491,12.51,3615,289
1826,145230100100,"Elsterberg, Stadt",07985,25.1,3609,144
1827,066350012012,"Gemünden (Wohra), Stadt",35285,58.65,3606,61
1828,160755011116,"Triptis, Stadt",07819,33.15,3606,109
1829,160680058058,"Weißensee, Stadt",99631,55.33,3598,65
1830,146265203010,"Bad Muskau / Mužakow, Stadt",02953,15.38,3577,233
1831,145210320320,"Johanngeorgenstadt, Stadt",08349,29.59,3567,121
1832,091820132132,"Tegernsee, St",83684,22.74,3567,157
1833,145230040040,"Bad Elster, Stadt",08645,19.77,3552,180
1834,096740164164,"Königsberg i.Bay., St",97486,61.88,3543,57
1835,130745458065,"Rehna, Stadt",19217,44.59,3542,79
1836,146260530530,"Seifhennersdorf, Stadt",02782,19.12,3536,185
1837,083255004051,"Schiltach, Stadt",77761,34.21,3517,103
1838,071335011103,"Stromberg, Stadt",55442,9.01,3514,390
1839,095755524115,"Burgbernheim, St",91593,42.3,3512,83
1840,064310012012,"Hirschhorn (Neckar), Stadt",69434,30.85,3482,113
1841,120685805324,"Neustadt (Dosse), Stadt",16845,75.87,3469,46
1842,081255011059,"Löwenstein, Stadt",74245,23.46,3460,147
1843,160770028028,"Lucka, Stadt",04613,12.93,3457,267
1844,160720019019,"Steinach, Stadt",96523,26.35,3456,131
1845,145240310310,"Wildenfels, Stadt",08134,20.68,3452,167
1846,094720143143,"Goldkronach, St",95497,30.68,3451,112
1847,071355003083,"Ulmen, Stadt",56766,28.74,3432,119
1848,081165002054,"Owen, Stadt",73277,9.7,3417,352
1849,160775050012,"Gößnitz, Stadt",04639,14.07,3413,243
1850,120605006100,"Joachimsthal, Stadt",16247,121.68,3402,28
1851,071375002501,"Münstermaifeld, Stadt",56294,27.77,3394,122
1852,032555409013,"Eschershausen, Stadt",37632,23.92,3378,141
1853,160715007046,"Kranichfeld, Stadt",99448,23.1,3376,146
1854,066330002002,"Bad Karlshafen, Stadt",34385,14.85,3373,227
1855,010515178127,"Wesselburen, Stadt",25764,5.13,3368,657
1856,146285204030,"Bad Schandau, Stadt",01814,46.78,3346,72
1857,096735639153,"Ostheim v.d.Rhön, St",97645,40.85,3344,82
1858,150835054245,"Gröningen, Stadt",39397,59.89,3343,56
1859,160760092092,"Auma-Weidatal, Stadt",07955,55.91,3324,59
1860,130725256056,"Krakow am See, Stadt",18292,87.36,3324,38
1861,160735012113,"Schwarzatal, Stadt",98744,25.98,3319,128
1862,120625031341,"Mühlberg/Elbe, Stadt",04931,89.2,3309,37
1863,081185008059,"Oberriexingen, Stadt",71739,8.16,3306,405
1864,160750132132,"Tanna, Stadt",07922,87.35,3304,38
1865,095715538229,"Wolframs-Eschenbach, St",91639,25.47,3282,129
1866,160750135135,"Saalburg-Ebersdorf, Stadt",07929,72.05,3271,45
1867,160695004063,"Heldburg, Stadt",98663,112.74,3261,29
1868,071355002045,"Kaisersesch, Stadt",56759,8.18,3256,398
1869,093720154154,"Rötz, St",92444,66.67,3256,49
1870,145215110210,"Geyer, Stadt",09468,18.56,3255,175
1871,130745457084,"Warin, Stadt",19417,44.45,3255,73
1872,130765656048,"Goldberg, Stadt",19399,64.72,3236,50
1873,082355005084,"Bad Teinach-Zavelstein, Stadt",75385,25.17,3220,128
1874,072335006029,"Hillesheim, Stadt",54576,20.62,3207,156
1875,150875051250,"Kelbra (Kyffhäuser), Stadt",06537,40.82,3196,78
1876,120695902270,"Havelsee, Stadt",14798,81.97,3181,39
1877,083275001016,"Fridingen an der Donau, Stadt",78567,22.47,3157,140
1878,146280190190,"Hohnstein, Stadt",01848,64.64,3150,49
1879,120730384384,"Lychen, Stadt",17279,111.98,3139,28
1880,160720011011,"Lauscha, Stadt",98724,18.72,3133,167
1881,094790129129,"Kirchenlamitz, St",95153,48.48,3122,64
1882,120620469469,"Sonnewalde, Stadt",03249,119.29,3120,26
1883,146265206030,"Bernstadt a. d. Eigen, Stadt",02748,52,3117,60
1884,160720015015,"Schalkau, Stadt",96528,44.02,3111,71
1885,150895051075,"Egeln, Stadt",39435,29.33,3108,106
1886,120710408408,"Welzow/Wjelcej, Stadt",03119,39.57,3102,78
1887,095710177177,"Merkendorf, St",91732,26.07,3099,119
1888,160745051009,"Bürgel, Stadt",07616,27.19,3099,114
1889,146265224350,"Neusalza-Spremberg, Stadt",02742,22.91,3092,135
1890,096795646124,"Eibelstadt, St",97246,7.07,3091,437
1891,094790150150,"Schönwald, St",95173,19.19,3076,160
1892,065350010010,"Kirtorf, Stadt",36320,79.91,3072,38
1893,094760152152,"Ludwigsstadt, St",96337,58.74,3068,52
1894,120715102044,"Döbern/Derbno, Stadt",03159,15.79,3066,194
1895,120645406268,"Lebus, Stadt",15326,54.42,3049,56
1896,130745454039,"Klütz, Stadt",23948,44.44,3036,68
1897,130755563044,"Gützkow, Stadt",17506,57.65,3034,53
1898,096750158158,"Prichsenstadt, St",97357,48.87,3032,62
1899,146250610610,"Weißenberg / Wóspork, Stadt",02627,50.96,3024,59
1900,093770112112,"Bärnau, St",95671,74.41,3007,40
1901,071415009501,"Braubach, Stadt",56338,19.5,3002,154
1902,082255007114,"Ravenstein, Stadt",74747,55.97,2999,54
1903,130715155159,"Wesenberg, Stadt",17255,89.65,2992,33
1904,094720197197,"Waischenfeld, St",91344,57.93,2989,52
1905,081265001085,"Waldenburg, Stadt",74638,31.54,2986,95
1906,094775435156,"Stadtsteinach, St",95346,39.8,2983,75
1907,071375009221,"Rhens, Stadt",56321,16.31,2950,181
1908,071405009112,"Oberwesel, Stadt",55430,18.08,2939,163
1909,150845053360,"Nebra (Unstrut), Stadt",06642,25.46,2937,115
1910,120670137137,"Friedland, Stadt",15848,174.15,2936,17
1911,071315001001,"Adenau, Stadt",53518,18.56,2935,158
1912,120685804280,"Lindow (Mark), Stadt",16835,65.47,2921,45
1913,071335010065,"Meisenheim, Stadt",55590,10.33,2910,282
1914,071435007067,"Selters (Westerwald), Stadt",56242,8.7,2902,334
1915,120620461461,"Schönewalde, Stadt",04916,156.16,2899,19
1916,066330016016,"Liebenau, Stadt",34396,48.88,2880,59
1917,094790166166,"Weißenstadt, St",95163,42.23,2880,68
1918,066350014014,"Hatzfeld (Eder), Stadt",35116,58.51,2865,49
1919,130765654034,"Dömitz, Stadt",19303,60.57,2864,47
1920,160750133133,"Wurzbach, Stadt",07343,72.32,2864,40
1921,145235131370,"Schöneck/Vogtl., Stadt",08261,55.04,2857,52
1922,071405009133,"Sankt Goar, Stadt",56329,23.17,2847,123
1923,160765006049,"Münchenbernsdorf, Stadt",07589,15.45,2842,184
1924,094790135135,"Marktleuthen, St",95168,35.48,2820,79
1925,010545417036,"Garding, Stadt",25836,3.06,2816,920
1926,083155012111,"Sulzburg, Stadt",79295,22.74,2794,123
1927,130755554054,"Jarmen, Stadt",17126,30.71,2787,91
1928,066350010010,"Frankenau, Nationalparkstadt",35110,57.29,2782,49
1929,095715502198,"Schillingsfürst, St",91583,27.5,2770,101
1930,065350018018,"Ulrichstein, Stadt",35327,65.61,2728,42
1931,130725254035,"Gnoien, Warbelstadt",17179,41.11,2703,66
1932,160655052014,"Ebeleben, Stadt",99713,44.54,2667,60
1933,160695002051,"Themar, Stadt",98660,20.18,2664,132
1934,150845053285,"Laucha an der Unstrut, Stadt",06636,31.28,2657,85
1935,145220170170,"Frauenstein, Stadt",09623,58.98,2656,45
1936,146250130130,"Elstra / Halštrow, Stadt",01920,32.63,2651,81
1937,145215140180,"Elterlein, Stadt",09481,45.74,2636,58
1938,065350014014,"Romrod, Stadt",36329,54.43,2574,47
1939,120705009325,"Putlitz, Stadt",16949,119.68,2566,21
1940,010540033033,"Friedrichstadt, Stadt",25840,4.02,2563,638
1941,160745005116,"Schkölen, Stadt",07619,53.43,2559,48
1942,081175006061,"Lauterstein, Stadt",73111,23.31,2558,110
1943,130765664020,"Brüel, Stadt",19412,27.22,2557,94
1944,120635302088,"Friesack, Stadt",14662,84.03,2545,30
1945,150895052005,"Alsleben (Saale), Stadt",06425,23.72,2526,106
1946,033545407026,"Wustrow (Wendland), Stadt",29462,30.18,2524,84
1947,150845051015,"Bad Bibra, Stadt",06647,49.93,2515,50
1948,120705001008,"Bad Wilsnack, Stadt",19336,79.38,2512,32
1949,084375002101,"Scheer, Stadt",72516,18.73,2510,134
1950,130735360093,"Tribsees, Stadt",18465,54.97,2506,46
1951,083365006079,"Schönau im Schwarzwald, Stadt",79677,14.72,2504,170
1952,094725417118,"Betzenstein, St",91282,51.84,2491,48
1953,120615114164,"Golßen, Stadt",15938,63.66,2458,39
1954,010615153055,"Krempe, Stadt",25361,3.38,2435,720
1955,094760184184,"Wallenfels, St",96346,45.65,2432,53
1956,145210330330,"Jöhstadt, Stadt",09477,49.69,2413,49
1957,160645001004,"Bad Tennstedt, Stadt",99955,27.42,2399,87
1958,120695918696,"Ziesar, Stadt",14793,67.96,2389,35
1959,150855051365,"Wegeleben, Stadt",38828,51.88,2378,46
1960,083355001001,"Aach, Stadt",78267,10.68,2377,223
1961,093745331147,"Pleystein, St",92714,42.4,2368,56
1962,160685006042,"Rastenberg, Stadt",99636,35.52,2360,66
1963,150855051285,"Schwanebeck, Stadt",39397,32.97,2352,71
1964,150845054375,"Osterfeld, Stadt",06721,27.66,2346,85
1965,120625209445,"Schlieben, Stadt",04936,78.65,2344,30
1966,160750131131,"Gefell, Stadt",07926,45.22,2344,52
1967,033585402018,"Rethem (Aller), Stadt",27336,34.08,2332,68
1968,120735304189,"Gartz (Oder), Stadt",16307,61.88,2328,38
1969,071415011068,"Katzenelnbogen, Stadt",56368,9.18,2287,249
1970,065350006006,"Grebenau, Stadt",36323,55.34,2273,41
1971,093765344160,"Schönsee, St",92539,50.28,2269,45
1972,150845051125,"Eckartsberga, Stadt",06648,36.13,2255,62
1973,096750144144,"Mainbernheim, St",97350,12.21,2230,183
1974,084155006034,"Hayingen, Stadt",72534,63.37,2211,35
1975,145215130520,"Schlettau, Stadt",09487,21.22,2208,104
1976,147305303090,"Dommitzsch, Stadt",04880,30.44,2198,72
1977,146260420420,"Ostritz, Stadt",02899,23.48,2198,94
1978,160685002014,"Gebesee, Stadt",99189,24.08,2181,91
1979,130735353027,"Garz/Rügen, Stadt",18574,65.91,2170,33
1980,130725259085,"Rerik, Ostseebad, Stadt",18230,34.22,2166,63
1981,146285219210,"Königstein/Sächs. Schw., Stadt",01824,27.05,2151,80
1982,084375001114,"Veringenstadt, Stadt",72519,31.25,2149,69
1983,160750046046,"Hirschberg, Stadt",07927,24.13,2105,87
1984,096735637123,"Fladungen, St",97650,46.34,2092,45
1985,120705006280,"Meyenburg, Stadt",16945,50.71,2061,41
1986,066350017017,"Rosenthal, Stadt",35119,51.55,2051,40
1987,120695910448,"Niemegk, Stadt",14823,45.11,2038,45
1988,120705005244,"Lenzen (Elbe), Stadt",19309,96.2,2031,21
1989,081175007058,"Wiesensteig, Stadt",73349,23.41,2001,85
1990,120665606240,"Ortrand, Stadt",01990,7.36,1996,271
1991,073365008058,"Lauterecken, Stadt",67742,8.89,1990,224
1992,120605011176,"Oderberg, Stadt",16248,36.12,1981,55
1993,145215130510,"Scheibenberg, Stadt",09481,9,1972,219
1994,160705002043,"Plaue, Stadt",99338,22.69,1972,87
1995,145210440440,"Oberwiesenthal, Kurort, Stadt",09484,40.03,1929,48
1996,160715008053,"Magdala, Stadt",99441,20.58,1924,93
1997,160730106106,"Leutenberg, Stadt",07338,57.52,1919,33
1998,120615108492,"Teupitz, Stadt",15755,48.16,1902,39
1999,096770177177,"Rieneck, St",97794,26.19,1868,71
2000,084375001047,"Hettingen, Stadt",72513,46.06,1861,40
2001,094755431165,"Schauenstein, St",95197,26.66,1859,70
2002,094765433180,"Teuschnitz, St",96358,34.25,1847,54
2003,120735303085,"Brüssow, Stadt",17326,101.81,1842,18
2004,073365008105,"Wolfstein, Stadt",67752,13.77,1835,133
2005,032575407033,"Sachsenhagen, Stadt",31553,15.47,1821,118
2006,096755618149,"Marktsteft, St",97342,10.51,1813,173
2007,160735005028,"Gräfenthal, Stadt",98743,36.42,1806,50
2008,081255007103,"Widdern, Stadt",74259,25.23,1782,71
2009,081275004047,"Langenburg, Stadt",74595,31.4,1749,56
2010,095715506189,"Ornbau, St",91737,15.16,1720,113
2011,095745527160,"Velden, St",91235,21.34,1712,80
2012,130755556107,"Penkun, Stadt",17328,78.87,1707,22
2013,096795654182,"Röttingen, St",97285,27.21,1681,62
2014,160755013088,"Ranis, Stadt",07389,10.57,1680,159
2015,130735360007,"Bad Sülze, Stadt",18334,26.67,1659,62
2016,145225129520,"Sayda, Stadt",09619,35.3,1659,47
2017,130715153109,"Neukalen, Peenestadt",17154,47.97,1649,34
2018,120635309260,"Rhinow, Stadt",14728,31.67,1603,51
2019,096765632158,"Stadtprozelten, St",97909,10.87,1597,147
2020,160660047047,"Oberhof, Stadt",98559,23.4,1592,68
2021,073395001003,"Bacharach, Stadt",55422,23.35,1575,67
2022,146285221370,"Stadt Wehlen, Stadt",01829,10.85,1538,142
2023,120645408084,"Buckow (Märkische Schweiz), Stadt",15377,14.42,1513,105
2024,130755562137,"Usedom, Stadt",17406,39.06,1499,38
2025,160735005046,"Lehesten, Stadt",07349,35.94,1495,42
2026,072315008080,"Manderscheid, Stadt",54531,10.06,1434,143
2027,150905051010,"Arneburg, Stadt",39596,31.14,1402,45
2028,073405008211,"Hornbach, Stadt",66500,13.34,1387,104
2029,094795443127,"Hohenberg a.d.Eger, St",95691,15.66,1384,88
2030,160765056029,"Hohenleuben, Stadt",07958,9.53,1373,144
2031,096795644114,"Aub, St",97239,17.54,1370,78
2032,150835054355,"Kroppenstedt, Stadt",39397,38.91,1357,35
2033,072325005088,"Neuerburg, Stadt",54673,10.17,1344,132
2034,120615113308,"Lieberose, Stadt",15868,73.03,1330,18
2035,130735355076,"Richtenberg, Stadt",18461,15.67,1301,83
2036,130735355024,"Franzburg, Stadt",18461,15.2,1272,84
2037,071415009121,"Sankt Goarshausen, Loreleystadt, Stadt",56346,7.06,1248,177
2038,130755551074,"Lassan, Stadt",17440,28.21,1224,43
2039,146285202230,"Liebstadt, Stadt",01825,37.36,1207,32
2040,093745327140,"Neustadt am Kulm, St",95514,20.3,1160,57
2041,066340023023,"Schwarzenborn, Stadt",34639,26.9,1086,40
2042,160745011065,"Orlamünde, Stadt",07768,7.47,1081,145
2043,073335007054,"Obermoschel, Stadt",67823,10.15,1065,105
2044,094775437129,"Kupferberg, St",95362,8.28,1049,127
2045,150885051340,"Schraplau, Stadt",06279,7.07,1020,144
2046,160655002012,"Clingen, Stadt",99718,10.75,985,92
2047,094755428146,"Lichtenberg, St",95192,9.47,961,101
2048,096775621181,"Rothenfels, St",97851,12.07,947,78
2049,072325008070,"Kyllburg, Stadt",54655,4.62,939,203
2050,150905051610,"Werben (Elbe), Hansestadt",39615,53.2,899,17
2051,150845054470,"Stößen, Stadt",06667,7.33,869,119
2052,120615108328,"Märkisch Buchholz, Stadt",15748,24.86,849,34
2053,150905052445,"Sandau (Elbe), Stadt",39524,18.56,796,43
2054,071415009069,"Kaub, Stadt",56349,13.05,788,60
2055,160755013127,"Ziegenrück, Stadt",07924,8.25,626,76
2056,160715053061,"Neumark, Stadt",99439,8.67,462,53
2057,160695004052,"Ummerstadt, Stadt",98663,15.73,455,29
2058,033545403021,"Schnackenburg, Stadt",29493,23.7,447,19
2059,010595920002,"Arnis, Stadt",24399,0.45,251,558
,,,,,,
