OBJECTID,AGS,Gemeinde,Berichtszeitpunkt,Gemeindeschlüssel,Stadttyp,Pkw Elektro Anteil
52321,15003000,Magdeburg,2024.01,15003000,Landeshauptstadt,3.3
52501,14511000,Chemnitz,2024.01,14511000,Großstadt,3.5
52683,14612000,Dresden,2024.01,14612000,Landeshauptstadt,3.6
53137,16051000,Erfurt,2024.01,16051000,Landeshauptstadt,3.9
53139,16053000,Jena,2024.01,16053000,Großstadt,3.8
53739,1002000,Kiel,2024.04,1002000,Landeshauptstadt,4.7
53740,1003000,Lübeck,2024.04,1003000,Großstadt,4.4
54642,2000000,Hamburg,2024.04,2000000,Landeshauptstadt,6.9
54643,3101000,Braunschweig,2024.04,3101000,Großstadt,7.7
54644,3102000,Salzgitter,2024.04,3102000,Großstadt,2.8
54645,3103000,Wolfsburg,2024.04,3103000,Großstadt,11.1
54783,3159016,Göttingen,2024.04,3159016,Großstadt,5.3
54807,3241001,Hannover,2024.04,3241001,Landeshauptstadt,5.7
54890,3254021,Hildesheim,2024.04,3254021,Großstadt,4.5
55140,3403000,Oldenburg (Oldb),2024.04,3403000,Großstadt,6.3
55141,3404000,Osnabrück,2024.04,3404000,Großstadt,6.1
55585,4011000,Bremen,2024.04,4011000,Landeshauptstadt,4.6
55586,4012000,Bremerhaven,2024.04,4012000,Großstadt,3.7
55587,5111000,Düsseldorf,2024.04,5111000,Landeshauptstadt,8.4
55588,5112000,Duisburg,2024.04,5112000,Großstadt,3.4
55589,5113000,Essen,2024.04,5113000,Großstadt,5.5
55590,5114000,Krefeld,2024.04,5114000,Großstadt,4.3
55591,5116000,Mönchengladbach,2024.04,5116000,Großstadt,4.6
55592,5117000,Mülheim an der Ruhr,2024.04,5117000,Großstadt,4.8
55593,5119000,Oberhausen,2024.04,5119000,Großstadt,3.8
55594,5120000,Remscheid,2024.04,5120000,Großstadt,4.8
55595,5122000,Solingen,2024.04,5122000,Großstadt,5.2
55596,5124000,Wuppertal,2024.04,5124000,Großstadt,4.7
55629,5162024,Neuss,2024.04,5162024,Großstadt,5.5
55645,5170024,Moers,2024.04,5170024,Großstadt,4.3
55653,5314000,Bonn,2024.04,5314000,Großstadt,6.3
55654,5315000,Köln,2024.04,5315000,Großstadt,6.7
55655,5316000,Leverkusen,2024.04,5316000,Großstadt,5.6
55656,5334002,Aachen,2024.04,5334002,Großstadt,7.0
55725,5378004,Bergisch Gladbach,2024.04,5378004,Großstadt,5.3
55752,5512000,Bottrop,2024.04,5512000,Großstadt,4.0
55753,5513000,Gelsenkirchen,2024.04,5513000,Großstadt,3.6
55754,5515000,Münster,2024.04,5515000,Großstadt,6.6
55791,5562032,Recklinghausen,2024.04,5562032,Großstadt,3.5
55830,5711000,Bielefeld,2024.04,5711000,Großstadt,6.1
55832,5754008,Gütersloh,2024.04,5754008,Großstadt,5.7
55897,5774032,Paderborn,2024.04,5774032,Großstadt,6.3
55900,5911000,Bochum,2024.04,5911000,Großstadt,5.2
55901,5913000,Dortmund,2024.04,5913000,Großstadt,5.1
55902,5914000,Hagen,2024.04,5914000,Großstadt,3.8
55903,5915000,Hamm,2024.04,5915000,Großstadt,4.0
55904,5916000,Herne,2024.04,5916000,Großstadt,3.2
55957,5970040,Siegen,2024.04,5970040,Großstadt,5.3
55983,6411000,Darmstadt,2024.04,6411000,Großstadt,6.8
55984,6412000,Frankfurt am Main,2024.04,6412000,Großstadt,8.7
55985,6413000,Offenbach am Main,2024.04,6413000,Großstadt,5.4
55986,6414000,Wiesbaden,2024.04,6414000,Landeshauptstadt,17.9
56072,6435014,Hanau,2024.04,6435014,Großstadt,4.6
56268,6611000,Kassel,2024.04,6611000,Großstadt,5.9
56604,7111000,Koblenz,2024.04,7111000,Großstadt,6.3
57515,7211000,Trier,2024.04,7211000,Großstadt,5.7
58269,7312000,Kaiserslautern,2024.04,7312000,Großstadt,5.3
58271,7314000,Ludwigshafen am Rhein,2024.04,7314000,Großstadt,4.8
58272,7315000,Mainz,2024.04,7315000,Landeshauptstadt,5.3
58703,8111000,Stuttgart,2024.04,8111000,Landeshauptstadt,10.7
59082,8121000,Heilbronn,2024.04,8121000,Großstadt,4.9
59186,8231000,Pforzheim,2024.04,8231000,Großstadt,5.3
59256,8311000,Freiburg im Breisgau,2024.04,8311000,Großstadt,5.5
59447,8212000,Karlsruhe,2024.04,8212000,Großstadt,6.5
59503,8221000,Heidelberg,2024.04,8221000,Großstadt,6.0
59504,8222000,Mannheim,2024.04,8222000,Großstadt,5.9
59604,9161000,Ingolstadt,2024.04,9161000,Großstadt,11.3
59605,9162000,München,2024.04,9162000,Landeshauptstadt,8.9
59963,8415061,Reutlingen,2024.04,8415061,Großstadt,5.6
60563,9362000,Regensburg,2024.04,9362000,Großstadt,6.4
60603,9562000,Erlangen,2024.04,9562000,Großstadt,5.7
60604,9563000,Fürth,2024.04,9563000,Großstadt,4.5
60605,9564000,Nürnberg,2024.04,9564000,Großstadt,5.2
61214,9663000,Würzburg,2024.04,9663000,Großstadt,5.9
61520,9761000,Augsburg,2024.04,9761000,Großstadt,4.7
61860,10041100,Saarbrücken,2024.04,10041100,Landeshauptstadt,5.0
61912,11000000,Berlin,2024.04,11000000,Landeshauptstadt,5.2
61916,12054000,Potsdam,2024.04,12054000,Landeshauptstadt,4.5
62326,13003000,Rostock,2024.04,13003000,Großstadt,3.2
62327,13004000,Schwerin,2024.04,13004000,Landeshauptstadt,3.2
62832,14612000,Dresden,2024.04,14612000,Landeshauptstadt,3.7
63250,14511000,Chemnitz,2024.04,14511000,Großstadt,3.5
63415,8421000,Ulm,2024.04,8421000,Großstadt,6.1
63607,14713000,Leipzig,2024.04,14713000,Großstadt,4.2
63669,15002000,Halle (Saale),2024.04,15002000,Großstadt,2.8
63670,15003000,Magdeburg,2024.04,15003000,Landeshauptstadt,3.4
63886,16051000,Erfurt,2024.04,16051000,Landeshauptstadt,4.1
63888,16053000,Jena,2024.04,16053000,Großstadt,3.9
64888,1002000,Kiel,2024.07,1002000,Landeshauptstadt,4.8
64889,1003000,Lübeck,2024.07,1003000,Großstadt,4.6
65556,3241001,Hannover,2024.07,3241001,Landeshauptstadt,6.0
65639,3254021,Hildesheim,2024.07,3254021,Großstadt,4.7
65791,2000000,Hamburg,2024.07,2000000,Landeshauptstadt,7.1
65792,3101000,Braunschweig,2024.07,3101000,Großstadt,7.7
65793,3102000,Salzgitter,2024.07,3102000,Großstadt,3.0
65794,3103000,Wolfsburg,2024.07,3103000,Großstadt,10.4
65932,3159016,Göttingen,2024.07,3159016,Großstadt,5.4
66289,3403000,Oldenburg (Oldb),2024.07,3403000,Großstadt,6.5
66290,3404000,Osnabrück,2024.07,3404000,Großstadt,6.3
66534,4011000,Bremen,2024.07,4011000,Landeshauptstadt,4.7
66535,4012000,Bremerhaven,2024.07,4012000,Großstadt,3.8
66536,5111000,Düsseldorf,2024.07,5111000,Landeshauptstadt,8.6
66537,5112000,Duisburg,2024.07,5112000,Großstadt,3.5
66538,5113000,Essen,2024.07,5113000,Großstadt,5.7
66539,5114000,Krefeld,2024.07,5114000,Großstadt,4.5
66540,5116000,Mönchengladbach,2024.07,5116000,Großstadt,4.6
66541,5117000,Mülheim an der Ruhr,2024.07,5117000,Großstadt,4.9
66542,5119000,Oberhausen,2024.07,5119000,Großstadt,3.9
66543,5120000,Remscheid,2024.07,5120000,Großstadt,5.0
66544,5122000,Solingen,2024.07,5122000,Großstadt,5.3
66545,5124000,Wuppertal,2024.07,5124000,Großstadt,4.8
66579,5711000,Bielefeld,2024.07,5711000,Großstadt,6.2
66581,5754008,Gütersloh,2024.07,5754008,Großstadt,5.8
66646,5774032,Paderborn,2024.07,5774032,Großstadt,6.5
66649,5911000,Bochum,2024.07,5911000,Großstadt,5.2
66650,5913000,Dortmund,2024.07,5913000,Großstadt,5.3
66651,5914000,Hagen,2024.07,5914000,Großstadt,3.9
66652,5915000,Hamm,2024.07,5915000,Großstadt,4.1
66653,5916000,Herne,2024.07,5916000,Großstadt,3.2
66706,5970040,Siegen,2024.07,5970040,Großstadt,5.5
66732,6411000,Darmstadt,2024.07,6411000,Großstadt,7.1
66733,6412000,Frankfurt am Main,2024.07,6412000,Großstadt,8.9
66734,6413000,Offenbach am Main,2024.07,6413000,Großstadt,5.6
66735,6414000,Wiesbaden,2024.07,6414000,Landeshauptstadt,16.4
66778,5162024,Neuss,2024.07,5162024,Großstadt,5.7
66794,5170024,Moers,2024.07,5170024,Großstadt,4.4
66802,5314000,Bonn,2024.07,5314000,Großstadt,6.6
66803,5315000,Köln,2024.07,5315000,Großstadt,6.8
66804,5316000,Leverkusen,2024.07,5316000,Großstadt,5.8
66805,5334002,Aachen,2024.07,5334002,Großstadt,7.0
66874,5378004,Bergisch Gladbach,2024.07,5378004,Großstadt,5.4
66901,5512000,Bottrop,2024.07,5512000,Großstadt,4.2
66902,5513000,Gelsenkirchen,2024.07,5513000,Großstadt,3.7
66903,5515000,Münster,2024.07,5515000,Großstadt,6.9
66940,5562032,Recklinghausen,2024.07,5562032,Großstadt,3.6
67017,6611000,Kassel,2024.07,6611000,Großstadt,6.1
67153,7111000,Koblenz,2024.07,7111000,Großstadt,6.4
68264,7211000,Trier,2024.07,7211000,Großstadt,5.4
69018,7312000,Kaiserslautern,2024.07,7312000,Großstadt,5.4
69020,7314000,Ludwigshafen am Rhein,2024.07,7314000,Großstadt,5.0
69021,7315000,Mainz,2024.07,7315000,Landeshauptstadt,5.5
69452,8111000,Stuttgart,2024.07,8111000,Landeshauptstadt,10.9
69631,8121000,Heilbronn,2024.07,8121000,Großstadt,5.1
69805,8311000,Freiburg im Breisgau,2024.07,8311000,Großstadt,5.7
70112,8415061,Reutlingen,2024.07,8415061,Großstadt,5.8
70196,8212000,Karlsruhe,2024.07,8212000,Großstadt,6.7
70252,8221000,Heidelberg,2024.07,8221000,Großstadt,6.2
70253,8222000,Mannheim,2024.07,8222000,Großstadt,6.1
70335,8231000,Pforzheim,2024.07,8231000,Großstadt,5.5
70365,8421000,Ulm,2024.07,8421000,Großstadt,6.3
70619,6435014,Hanau,2024.07,6435014,Großstadt,4.7
70953,9161000,Ingolstadt,2024.07,9161000,Großstadt,12.4
70954,9162000,München,2024.07,9162000,Landeshauptstadt,9.0
71512,9362000,Regensburg,2024.07,9362000,Großstadt,6.7
71752,9562000,Erlangen,2024.07,9562000,Großstadt,5.9
71753,9563000,Fürth,2024.07,9563000,Großstadt,4.7
71754,9564000,Nürnberg,2024.07,9564000,Großstadt,5.4
72163,9663000,Würzburg,2024.07,9663000,Großstadt,6.0
72469,9761000,Augsburg,2024.07,9761000,Großstadt,4.9
72809,10041100,Saarbrücken,2024.07,10041100,Landeshauptstadt,5.1
72861,11000000,Berlin,2024.07,11000000,Landeshauptstadt,5.4
72865,12054000,Potsdam,2024.07,12054000,Landeshauptstadt,4.7
73275,13003000,Rostock,2024.07,13003000,Großstadt,3.3
73276,13004000,Schwerin,2024.07,13004000,Landeshauptstadt,3.3
73981,14612000,Dresden,2024.07,14612000,Landeshauptstadt,3.8
74156,14713000,Leipzig,2024.07,14713000,Großstadt,4.3
74218,15002000,Halle (Saale),2024.07,15002000,Großstadt,2.9
74219,15003000,Magdeburg,2024.07,15003000,Landeshauptstadt,3.6
74399,14511000,Chemnitz,2024.07,14511000,Großstadt,3.6
74835,16051000,Erfurt,2024.07,16051000,Landeshauptstadt,4.2
74837,16053000,Jena,2024.07,16053000,Großstadt,4.1
75237,1002000,Kiel,2024.1,1002000,Landeshauptstadt,4.9
75238,1003000,Lübeck,2024.1,1003000,Großstadt,4.7
76140,2000000,Hamburg,2024.1,2000000,Landeshauptstadt,7.1
76141,3101000,Braunschweig,2024.1,3101000,Großstadt,7.4
76142,3102000,Salzgitter,2024.1,3102000,Großstadt,3.2
76143,3103000,Wolfsburg,2024.1,3103000,Großstadt,10.9
76281,3159016,Göttingen,2024.1,3159016,Großstadt,5.6
76305,3241001,Hannover,2024.1,3241001,Landeshauptstadt,6.2
76788,3254021,Hildesheim,2024.1,3254021,Großstadt,4.9
77038,3403000,Oldenburg (Oldb),2024.1,3403000,Großstadt,6.7
77039,3404000,Osnabrück,2024.1,3404000,Großstadt,6.4
77283,4011000,Bremen,2024.1,4011000,Landeshauptstadt,4.9
77284,4012000,Bremerhaven,2024.1,4012000,Großstadt,3.9
77285,5111000,Düsseldorf,2024.1,5111000,Landeshauptstadt,9.0
77286,5112000,Duisburg,2024.1,5112000,Großstadt,3.6
77287,5113000,Essen,2024.1,5113000,Großstadt,5.9
77288,5114000,Krefeld,2024.1,5114000,Großstadt,4.5
77289,5116000,Mönchengladbach,2024.1,5116000,Großstadt,4.8
77290,5117000,Mülheim an der Ruhr,2024.1,5117000,Großstadt,5.1
77291,5119000,Oberhausen,2024.1,5119000,Großstadt,4.0
77292,5120000,Remscheid,2024.1,5120000,Großstadt,5.2
77293,5122000,Solingen,2024.1,5122000,Großstadt,5.5
77294,5124000,Wuppertal,2024.1,5124000,Großstadt,4.9
77328,5711000,Bielefeld,2024.1,5711000,Großstadt,6.5
77330,5754008,Gütersloh,2024.1,5754008,Großstadt,6.1
77395,5774032,Paderborn,2024.1,5774032,Großstadt,6.6
77398,5911000,Bochum,2024.1,5911000,Großstadt,5.2
77399,5913000,Dortmund,2024.1,5913000,Großstadt,5.5
77400,5914000,Hagen,2024.1,5914000,Großstadt,4.0
77401,5915000,Hamm,2024.1,5915000,Großstadt,4.2
77402,5916000,Herne,2024.1,5916000,Großstadt,3.4
77455,5970040,Siegen,2024.1,5970040,Großstadt,5.5
77481,6411000,Darmstadt,2024.1,6411000,Großstadt,7.3
77482,6412000,Frankfurt am Main,2024.1,6412000,Großstadt,9.1
77483,6413000,Offenbach am Main,2024.1,6413000,Großstadt,6.0
77484,6414000,Wiesbaden,2024.1,6414000,Landeshauptstadt,14.4
77527,5162024,Neuss,2024.1,5162024,Großstadt,5.9
77543,5170024,Moers,2024.1,5170024,Großstadt,4.5
77551,5314000,Bonn,2024.1,5314000,Großstadt,7.1
77552,5315000,Köln,2024.1,5315000,Großstadt,7.3
77553,5316000,Leverkusen,2024.1,5316000,Großstadt,5.8
77554,5334002,Aachen,2024.1,5334002,Großstadt,7.0
77623,5378004,Bergisch Gladbach,2024.1,5378004,Großstadt,5.5
77650,5512000,Bottrop,2024.1,5512000,Großstadt,4.3
77651,5513000,Gelsenkirchen,2024.1,5513000,Großstadt,3.7
77652,5515000,Münster,2024.1,5515000,Großstadt,7.0
77689,5562032,Recklinghausen,2024.1,5562032,Großstadt,3.7
77770,6435014,Hanau,2024.1,6435014,Großstadt,4.9
77966,6611000,Kassel,2024.1,6611000,Großstadt,6.1
78102,7111000,Koblenz,2024.1,7111000,Großstadt,6.8
79213,7211000,Trier,2024.1,7211000,Großstadt,5.4
79767,7312000,Kaiserslautern,2024.1,7312000,Großstadt,5.5
79769,7314000,Ludwigshafen am Rhein,2024.1,7314000,Großstadt,5.2
79770,7315000,Mainz,2024.1,7315000,Landeshauptstadt,5.8
80401,8111000,Stuttgart,2024.1,8111000,Landeshauptstadt,11.3
80545,8212000,Karlsruhe,2024.1,8212000,Großstadt,6.9
80601,8221000,Heidelberg,2024.1,8221000,Großstadt,6.4
80602,8222000,Mannheim,2024.1,8222000,Großstadt,6.2
80684,8231000,Pforzheim,2024.1,8231000,Großstadt,5.6
80754,8311000,Freiburg im Breisgau,2024.1,8311000,Großstadt,6.0
80980,8121000,Heilbronn,2024.1,8121000,Großstadt,5.1
81261,8415061,Reutlingen,2024.1,8415061,Großstadt,5.9
81314,8421000,Ulm,2024.1,8421000,Großstadt,6.5
81502,9161000,Ingolstadt,2024.1,9161000,Großstadt,12.3
81503,9162000,München,2024.1,9162000,Landeshauptstadt,8.9
82461,9362000,Regensburg,2024.1,9362000,Großstadt,7.1
82701,9562000,Erlangen,2024.1,9562000,Großstadt,6.0
82702,9563000,Fürth,2024.1,9563000,Großstadt,4.9
82703,9564000,Nürnberg,2024.1,9564000,Großstadt,5.5
82912,9663000,Würzburg,2024.1,9663000,Großstadt,6.1
83218,9761000,Augsburg,2024.1,9761000,Großstadt,5.0
83558,10041100,Saarbrücken,2024.1,10041100,Landeshauptstadt,5.2
83610,11000000,Berlin,2024.1,11000000,Landeshauptstadt,5.5
83614,12054000,Potsdam,2024.1,12054000,Landeshauptstadt,4.8
84024,13003000,Rostock,2024.1,13003000,Großstadt,3.4
84025,13004000,Schwerin,2024.1,13004000,Landeshauptstadt,3.4
84730,14612000,Dresden,2024.1,14612000,Landeshauptstadt,4.0
84905,14713000,Leipzig,2024.1,14713000,Großstadt,4.4
84948,14511000,Chemnitz,2024.1,14511000,Großstadt,3.6
85184,16051000,Erfurt,2024.1,16051000,Landeshauptstadt,4.3
85186,16053000,Jena,2024.1,16053000,Großstadt,4.2
85564,15002000,Halle (Saale),2024.1,15002000,Großstadt,3.0
85565,15003000,Magdeburg,2024.1,15003000,Landeshauptstadt,3.7
85986,1002000,Kiel,2025.01,1002000,Landeshauptstadt,5.1
85987,1003000,Lübeck,2025.01,1003000,Großstadt,4.8
86937,3254021,Hildesheim,2025.01,3254021,Großstadt,5.1
87289,2000000,Hamburg,2025.01,2000000,Landeshauptstadt,7.4
87290,3101000,Braunschweig,2025.01,3101000,Großstadt,7.3
87291,3102000,Salzgitter,2025.01,3102000,Großstadt,3.4
87292,3103000,Wolfsburg,2025.01,3103000,Großstadt,11.5
87430,3159016,Göttingen,2025.01,3159016,Großstadt,5.8
87454,3241001,Hannover,2025.01,3241001,Landeshauptstadt,6.4
87587,3403000,Oldenburg (Oldb),2025.01,3403000,Großstadt,6.9
87588,3404000,Osnabrück,2025.01,3404000,Großstadt,6.6
88032,4011000,Bremen,2025.01,4011000,Landeshauptstadt,5.0
88033,4012000,Bremerhaven,2025.01,4012000,Großstadt,4.0
88034,5111000,Düsseldorf,2025.01,5111000,Landeshauptstadt,9.4
88035,5112000,Duisburg,2025.01,5112000,Großstadt,3.7
88036,5113000,Essen,2025.01,5113000,Großstadt,6.1
88037,5114000,Krefeld,2025.01,5114000,Großstadt,4.7
88038,5116000,Mönchengladbach,2025.01,5116000,Großstadt,4.9
88039,5117000,Mülheim an der Ruhr,2025.01,5117000,Großstadt,5.3
88040,5119000,Oberhausen,2025.01,5119000,Großstadt,4.1
88041,5120000,Remscheid,2025.01,5120000,Großstadt,5.3
88042,5122000,Solingen,2025.01,5122000,Großstadt,5.5
88043,5124000,Wuppertal,2025.01,5124000,Großstadt,5.1
88076,5162024,Neuss,2025.01,5162024,Großstadt,6.1
88092,5170024,Moers,2025.01,5170024,Großstadt,4.6
88100,5314000,Bonn,2025.01,5314000,Großstadt,7.7
88101,5315000,Köln,2025.01,5315000,Großstadt,7.7
88102,5316000,Leverkusen,2025.01,5316000,Großstadt,6.0
88103,5334002,Aachen,2025.01,5334002,Großstadt,7.2
88172,5378004,Bergisch Gladbach,2025.01,5378004,Großstadt,5.7
88199,5512000,Bottrop,2025.01,5512000,Großstadt,4.4
88200,5513000,Gelsenkirchen,2025.01,5513000,Großstadt,3.9
88201,5515000,Münster,2025.01,5515000,Großstadt,7.2
88238,5562032,Recklinghausen,2025.01,5562032,Großstadt,3.8
88277,5711000,Bielefeld,2025.01,5711000,Großstadt,6.8
88279,5754008,Gütersloh,2025.01,5754008,Großstadt,6.2
88344,5774032,Paderborn,2025.01,5774032,Großstadt,6.8
88347,5911000,Bochum,2025.01,5911000,Großstadt,5.3
88348,5913000,Dortmund,2025.01,5913000,Großstadt,5.7
88349,5914000,Hagen,2025.01,5914000,Großstadt,4.1
88350,5915000,Hamm,2025.01,5915000,Großstadt,4.3
88351,5916000,Herne,2025.01,5916000,Großstadt,3.4
88404,5970040,Siegen,2025.01,5970040,Großstadt,5.6
88430,6411000,Darmstadt,2025.01,6411000,Großstadt,7.4
88431,6412000,Frankfurt am Main,2025.01,6412000,Großstadt,9.5
88432,6413000,Offenbach am Main,2025.01,6413000,Großstadt,6.2
88433,6414000,Wiesbaden,2025.01,6414000,Landeshauptstadt,12.7
88519,6435014,Hanau,2025.01,6435014,Großstadt,5.0
88715,6611000,Kassel,2025.01,6611000,Großstadt,6.2
88851,7111000,Koblenz,2025.01,7111000,Großstadt,7.1
89962,7211000,Trier,2025.01,7211000,Großstadt,5.5
90717,7312000,Kaiserslautern,2025.01,7312000,Großstadt,5.6
90719,7314000,Ludwigshafen am Rhein,2025.01,7314000,Großstadt,5.3
90720,7315000,Mainz,2025.01,7315000,Landeshauptstadt,6.0
90951,8111000,Stuttgart,2025.01,8111000,Landeshauptstadt,11.7
91130,8121000,Heilbronn,2025.01,8121000,Großstadt,5.3
91295,8212000,Karlsruhe,2025.01,8212000,Großstadt,7.2
91304,8311000,Freiburg im Breisgau,2025.01,8311000,Großstadt,6.3
91751,8221000,Heidelberg,2025.01,8221000,Großstadt,6.6
91752,8222000,Mannheim,2025.01,8222000,Großstadt,6.4
91834,8231000,Pforzheim,2025.01,8231000,Großstadt,5.7
92052,9161000,Ingolstadt,2025.01,9161000,Großstadt,10.8
92053,9162000,München,2025.01,9162000,Landeshauptstadt,9.3
92411,8415061,Reutlingen,2025.01,8415061,Großstadt,6.1
92464,8421000,Ulm,2025.01,8421000,Großstadt,6.7
93011,9362000,Regensburg,2025.01,9362000,Großstadt,7.3
93251,9562000,Erlangen,2025.01,9562000,Großstadt,6.2
93252,9563000,Fürth,2025.01,9563000,Großstadt,5.0
93253,9564000,Nürnberg,2025.01,9564000,Großstadt,5.8
93768,9761000,Augsburg,2025.01,9761000,Großstadt,5.1
94062,9663000,Würzburg,2025.01,9663000,Großstadt,6.3
94574,13003000,Rostock,2025.01,13003000,Großstadt,3.6
94575,13004000,Schwerin,2025.01,13004000,Landeshauptstadt,3.6
94708,10041100,Saarbrücken,2025.01,10041100,Landeshauptstadt,5.3
94760,11000000,Berlin,2025.01,11000000,Landeshauptstadt,5.7
94764,12054000,Potsdam,2025.01,12054000,Landeshauptstadt,4.9
95655,14713000,Leipzig,2025.01,14713000,Großstadt,4.5
95717,15002000,Halle (Saale),2025.01,15002000,Großstadt,3.1
95718,15003000,Magdeburg,2025.01,15003000,Landeshauptstadt,3.9
95898,14511000,Chemnitz,2025.01,14511000,Großstadt,3.7
96080,14612000,Dresden,2025.01,14612000,Landeshauptstadt,4.1
96331,16051000,Erfurt,2025.01,16051000,Landeshauptstadt,4.5
96333,16053000,Jena,2025.01,16053000,Großstadt,4.4
97136,1002000,Kiel,2025.04,1002000,Landeshauptstadt,5.3
97137,1003000,Lübeck,2025.04,1003000,Großstadt,5.1
97839,2000000,Hamburg,2025.04,2000000,Landeshauptstadt,7.6
97840,3101000,Braunschweig,2025.04,3101000,Großstadt,7.6
97841,3102000,Salzgitter,2025.04,3102000,Großstadt,3.6
97842,3103000,Wolfsburg,2025.04,3103000,Großstadt,14.8
97979,3159016,Göttingen,2025.04,3159016,Großstadt,6.1
98003,3241001,Hannover,2025.04,3241001,Landeshauptstadt,6.8
98086,3254021,Hildesheim,2025.04,3254021,Großstadt,5.2
98336,3403000,Oldenburg (Oldb),2025.04,3403000,Großstadt,7.3
98337,3404000,Osnabrück,2025.04,3404000,Großstadt,6.9
98781,4011000,Bremen,2025.04,4011000,Landeshauptstadt,5.3
98782,4012000,Bremerhaven,2025.04,4012000,Großstadt,4.3
98783,5111000,Düsseldorf,2025.04,5111000,Landeshauptstadt,10.0
98784,5112000,Duisburg,2025.04,5112000,Großstadt,3.9
98785,5113000,Essen,2025.04,5113000,Großstadt,6.4
98786,5114000,Krefeld,2025.04,5114000,Großstadt,5.0
98787,5116000,Mönchengladbach,2025.04,5116000,Großstadt,5.1
98788,5117000,Mülheim an der Ruhr,2025.04,5117000,Großstadt,5.5
98789,5119000,Oberhausen,2025.04,5119000,Großstadt,4.3
98790,5120000,Remscheid,2025.04,5120000,Großstadt,5.4
98791,5122000,Solingen,2025.04,5122000,Großstadt,5.9
98792,5124000,Wuppertal,2025.04,5124000,Großstadt,5.3
98825,5162024,Neuss,2025.04,5162024,Großstadt,6.4
98841,5170024,Moers,2025.04,5170024,Großstadt,4.8
98849,5314000,Bonn,2025.04,5314000,Großstadt,8.3
98850,5315000,Köln,2025.04,5315000,Großstadt,7.9
98851,5316000,Leverkusen,2025.04,5316000,Großstadt,6.2
98852,5334002,Aachen,2025.04,5334002,Großstadt,7.5
98893,5774032,Paderborn,2025.04,5774032,Großstadt,7.1
98896,5911000,Bochum,2025.04,5911000,Großstadt,5.5
98897,5913000,Dortmund,2025.04,5913000,Großstadt,5.9
98898,5914000,Hagen,2025.04,5914000,Großstadt,4.3
98899,5915000,Hamm,2025.04,5915000,Großstadt,4.5
98900,5916000,Herne,2025.04,5916000,Großstadt,3.6
98953,5970040,Siegen,2025.04,5970040,Großstadt,5.9
98979,6411000,Darmstadt,2025.04,6411000,Großstadt,7.7
98980,6412000,Frankfurt am Main,2025.04,6412000,Großstadt,9.9
98981,6413000,Offenbach am Main,2025.04,6413000,Großstadt,6.3
98982,6414000,Wiesbaden,2025.04,6414000,Landeshauptstadt,12.1
99068,6435014,Hanau,2025.04,6435014,Großstadt,5.2
99121,5378004,Bergisch Gladbach,2025.04,5378004,Großstadt,5.9
99148,5512000,Bottrop,2025.04,5512000,Großstadt,4.5
99149,5513000,Gelsenkirchen,2025.04,5513000,Großstadt,4.0
99150,5515000,Münster,2025.04,5515000,Großstadt,7.5
99187,5562032,Recklinghausen,2025.04,5562032,Großstadt,3.9
99226,5711000,Bielefeld,2025.04,5711000,Großstadt,7.0
99228,5754008,Gütersloh,2025.04,5754008,Großstadt,6.4
99464,6611000,Kassel,2025.04,6611000,Großstadt,6.5
100400,7111000,Koblenz,2025.04,7111000,Großstadt,7.5
101066,7312000,Kaiserslautern,2025.04,7312000,Großstadt,5.8
101068,7314000,Ludwigshafen am Rhein,2025.04,7314000,Großstadt,5.6
101069,7315000,Mainz,2025.04,7315000,Landeshauptstadt,6.3
101111,7211000,Trier,2025.04,7211000,Großstadt,5.7
101879,8121000,Heilbronn,2025.04,8121000,Großstadt,5.4
102044,8212000,Karlsruhe,2025.04,8212000,Großstadt,7.5
102100,8111000,Stuttgart,2025.04,8111000,Landeshauptstadt,12.0
102300,8221000,Heidelberg,2025.04,8221000,Großstadt,6.9
102301,8222000,Mannheim,2025.04,8222000,Großstadt,6.6
102383,8231000,Pforzheim,2025.04,8231000,Großstadt,5.9
102453,8311000,Freiburg im Breisgau,2025.04,8311000,Großstadt,6.6
102760,8415061,Reutlingen,2025.04,8415061,Großstadt,6.2
102813,8421000,Ulm,2025.04,8421000,Großstadt,7.0
103001,9161000,Ingolstadt,2025.04,9161000,Großstadt,11.3
103002,9162000,München,2025.04,9162000,Landeshauptstadt,9.6
103760,9362000,Regensburg,2025.04,9362000,Großstadt,7.6
104211,9663000,Würzburg,2025.04,9663000,Großstadt,6.5
104400,9562000,Erlangen,2025.04,9562000,Großstadt,6.4
104401,9563000,Fürth,2025.04,9563000,Großstadt,5.2
104402,9564000,Nürnberg,2025.04,9564000,Großstadt,6.0
104517,9761000,Augsburg,2025.04,9761000,Großstadt,5.4
105257,10041100,Saarbrücken,2025.04,10041100,Landeshauptstadt,5.5
105323,13003000,Rostock,2025.04,13003000,Großstadt,3.7
105324,13004000,Schwerin,2025.04,13004000,Landeshauptstadt,3.8
105509,11000000,Berlin,2025.04,11000000,Landeshauptstadt,5.9
105513,12054000,Potsdam,2025.04,12054000,Landeshauptstadt,5.2
106247,14511000,Chemnitz,2025.04,14511000,Großstadt,3.9
106404,14713000,Leipzig,2025.04,14713000,Großstadt,4.7
106466,15002000,Halle (Saale),2025.04,15002000,Großstadt,3.2
106467,15003000,Magdeburg,2025.04,15003000,Landeshauptstadt,4.1
